-0.33, 0.47, -0.06, 0
0.56, 0.12, -0.27, 1
0.20, 0.56, -0.54, 1
0.22, 0.36, -0.33, 1
-0.91, 0.85, -0.52, 0
-0.36, 0.54, 0.41, 0
-0.46, -0.18, -0.46, 1
0.59, 0.90, -0.62, 0
-0.52, -0.33, 0.57, 1
0.96, -0.36, 0.27, 1
-0.60, 0.62, -0.53, 0
-0.07, -0.26, -0.87, 1
-0.21, 0.43, -0.41, 0
-0.39, -0.24, 0.83, 0
-0.86, 0.40, 0.03, 0
0.69, -0.41, -0.86, 1
0.10, 0.33, -0.25, 0
-0.16, -0.35, 0.76, 1
-0.80, -0.80, 0.37, 1
0.12, 0.91, -0.04, 0
0.96, -0.63, 0.34, 1
-0.92, 0.12, -0.94, 0
-0.75, -0.20, 0.86, 0
-0.13, 0.82, -0.94, 0
0.56, -0.02, -0.82, 1
0.20, -0.06, -0.53, 1
-0.02, -0.48, -0.59, 1
-0.41, -0.29, 0.29, 1
-0.36, -0.79, -0.24, 1
-0.71, 0.49, -0.62, 0
0.03, 0.96, 0.18, 0
0.85, -0.10, 0.72, 1
0.02, -0.37, -0.97, 1
-0.90, -0.77, -0.22, 1
0.78, -0.95, 0.64, 1
0.05, -0.24, 0.83, 0
0.97, -0.28, -0.80, 1
0.85, 0.84, -0.69, 0
-0.81, -0.40, 0.97, 0
0.30, -0.97, -0.01, 1
0.61, 0.37, 0.95, 0
0.61, -0.45, 0.38, 1
-0.18, -0.06, -0.92, 1
-0.56, 0.70, 0.72, 0
-0.71, 0.42, 0.40, 0
-0.06, -0.30, 0.05, 1
-0.47, -0.91, 0.35, 1
0.49, -0.20, -0.54, 1
0.17, 0.45, -0.24, 1
-0.07, 0.04, 0.74, 0
0.44, 0.80, -0.60, 0
0.86, 0.42, -0.69, 1
0.12, 0.96, -0.13, 0
-0.71, 0.46, -0.76, 0
0.56, 0.31, 0.23, 1
0.77, 0.84, 0.22, 0
0.30, 0.40, 0.91, 0
-0.30, -0.17, 0.87, 0
-0.45, 0.49, -0.57, 0
0.04, -0.06, -0.67, 1
0.41, 0.13, -0.83, 1
-0.78, 0.57, -0.94, 0
0.02, -0.73, 0.50, 1
-0.95, -0.53, -0.17, 0
-0.50, 0.81, 0.49, 0
-0.89, -0.53, 0.49, 0
-0.08, -0.44, 0.24, 1
0.12, -0.16, 0.01, 1
0.17, 1.00, -0.17, 0
-0.85, 0.17, -0.82, 0
-0.74, -0.14, 0.75, 0
-0.08, 0.27, 0.76, 0
-0.43, 0.02, 0.08, 0
-0.34, -0.24, 0.09, 1
-0.48, -0.53, 0.30, 1
-0.17, 0.42, -0.41, 0
0.09, -0.95, -0.99, 1
-0.64, -0.37, 0.06, 1
0.97, 0.59, -0.59, 1
0.53, -0.05, 0.39, 1
0.15, -0.64, -0.07, 1
0.91, -0.27, -0.95, 1
0.47, 0.27, 0.09, 1
-0.45, -0.68, -0.31, 1
-0.87, 0.42, -0.56, 0
0.79, -0.62, -0.35, 1
0.37, -0.31, 0.45, 1
0.86, 0.50, 0.61, 0
-0.41, -0.65, 0.17, 1
0.41, -0.28, -0.78, 1
-0.34, -0.47, 0.56, 1
-0.76, -0.24, -0.32, 1
-0.94, -0.72, -0.78, 1
0.09, 0.34, -0.09, 0
0.76, 0.42, -0.90, 1
-0.37, -0.33, -0.71, 1
-0.99, 0.97, -0.97, 0
-0.43, -0.05, -0.46, 0
0.33, 0.98, 0.38, 0
0.78, -0.67, -0.54, 1
0.73, -0.22, -0.90, 1
0.72, 0.24, 0.54, 1
-0.99, 0.63, 0.74, 0
-0.71, -0.33, -0.30, 1
-0.14, 0.90, 0.99, 0
-0.79, -0.49, 0.45, 1
0.70, -0.88, -0.15, 1
-0.83, -0.01, -0.88, 1
-0.63, 0.84, 0.65, 0
0.50, 0.75, 0.08, 0
-0.88, 0.64, -0.81, 0
0.99, 0.70, -0.89, 1
-0.32, -0.94, 0.50, 1
-0.72, -0.73, 0.26, 1
0.34, 0.55, -0.37, 0
0.46, -0.11, -0.54, 1
-0.29, -0.66, 0.67, 1
0.88, -0.62, 0.12, 1
0.60, -0.78, 0.83, 1
-0.02, -0.64, 0.66, 1
0.64, -0.77, 0.20, 1
0.02, -0.18, -0.40, 1
-0.84, 0.52, -0.09, 0
-0.07, -0.93, -0.85, 1
0.19, -0.98, -0.99, 1
-0.31, 0.99, -0.74, 0
-0.25, -0.64, 0.74, 1
-0.88, -0.14, -0.00, 0
-0.30, 0.93, -0.31, 0
0.39, -0.70, -0.25, 1
0.33, 0.49, -0.76, 0
0.04, -0.89, 0.37, 1
0.81, -0.64, -0.85, 1
0.14, 0.04, -0.39, 1
-0.49, 0.64, 0.38, 0
0.21, 0.40, 0.44, 0
-0.74, 0.34, -0.22, 0
-0.80, 0.63, 0.05, 0
-0.84, -0.07, 0.39, 0
-0.64, -0.96, 0.65, 1
-0.97, -0.28, -0.05, 0
-0.45, -0.11, -0.12, 0
0.11, 0.43, -0.39, 0
-0.93, 0.66, 0.21, 0
0.48, 0.21, 0.40, 1
0.23, -0.49, 0.31, 1
0.33, -0.23, -0.96, 1
