1.771, -1.403, -0.128
1.164, -0.023, -0.330
0.873, -0.541, -4.772
-0.856, 0.952, -0.856
-0.794, -0.458, -1.489
-0.633, 0.442, -0.571
0.732, 0.275, -3.622
0.559, 0.295, -1.008
1.728, 1.977, 26.632
0.846, 0.709, 6.549
1.344, 0.630, 7.851
0.835, -1.316, -1.617
-0.851, 0.629, -5.672
-0.914, 0.900, -1.514
0.834, 0.249, 0.422
0.343, -0.814, -2.800
-0.276, 1.986, 4.480
1.674, -0.096, 5.217
1.852, 1.762, 22.659
1.106, 1.647, 5.411
1.836, -1.766, -2.936
-0.827, 0.442, -2.125
0.189, 1.780, 9.144
-1.181, -0.342, -1.085
-1.114, 1.116, 1.518
0.589, 1.479, 5.913
-1.085, -0.902, 0.193
1.045, -0.934, -4.077
-0.738, 0.485, 2.146
0.996, 1.161, 10.629
0.016, -0.724, -0.389
0.690, 0.073, -1.356
-1.188, -0.460, 0.705
1.639, 0.903, 11.570
1.488, 1.327, 21.069
1.632, 1.077, 8.687
-1.691, 1.989, 1.841
-0.102, 0.984, -2.111
-0.755, -0.417, -0.722
1.967, -0.313, 6.230
0.593, 0.164, 3.036
1.572, -0.920, -0.854
-0.942, -1.624, -0.323
-0.648, -1.512, -5.672
0.878, -1.623, -4.658
-1.563, -0.653, 3.013
-0.077, -0.623, 1.451
0.042, 1.245, 2.482
-0.338, 1.462, 3.311
0.174, 1.633, 5.375
1.743, -1.980, -1.593
0.574, -1.885, -6.235
0.730, 0.946, 1.125
-0.232, -1.551, 1.826
-1.313, -1.756, 1.258
1.631, 1.822, 20.961
-0.762, 0.681, 5.616
-1.870, -0.211, 1.606
1.574, 2.000, 27.389
0.880, 1.926, 12.995
-0.469, -0.153, 5.122
0.245, -1.956, -5.183
0.762, 0.162, 2.488
1.273, 0.711, 3.882
-0.253, 0.684, -4.710
1.064, -1.516, -0.647
-1.817, -1.885, 0.405
0.359, -0.282, -2.844
-1.929, -1.243, 4.697
-0.897, -0.880, 0.498
-1.404, -0.243, 2.034
0.203, -1.657, -4.614
1.654, -0.933, -2.402
-1.349, -1.553, 4.027
-1.268, -0.302, 1.650
1.372, -1.796, -6.706
-0.550, -0.163, -0.101
-1.925, -1.900, 2.237
-0.653, 0.261, -3.537
1.707, 0.911, 11.156
0.180, 0.681, 1.633
-0.667, -0.466, -3.705
-0.300, -1.622, -2.598
-1.930, -1.080, 2.559
-1.338, 0.880, -3.799
0.876, -0.764, 2.593
-1.511, -0.538, 3.701
1.788, -1.535, -2.097
1.108, 0.917, 2.370
-1.621, -0.166, 0.878
-0.731, -0.572, 4.746
1.408, -0.146, -0.732
0.831, 1.502, 7.205
0.353, -0.380, 5.848
1.878, -0.358, 6.260
0.216, 0.243, -1.885
-0.264, -0.194, 0.474
-0.456, -0.290, 2.894
-0.192, -1.039, -3.301
-1.069, -0.920, -0.615
-1.713, -0.564, 0.339
1.603, -1.425, -1.135
1.860, -0.879, 4.697
1.926, -0.858, 7.960
0.770, -0.378, 0.155
-0.424, -1.400, 0.457
0.478, 1.114, -2.473
-1.859, -1.734, -2.388
1.414, -1.774, -8.918
-1.683, 1.697, -6.922
-1.644, 0.484, -3.379
0.819, 1.667, 9.585
1.690, -0.128, 8.169
1.144, 0.996, 11.252
1.235, -1.151, -3.041
-0.638, -1.005, -2.516
-0.345, 1.004, 1.083
1.300, -0.524, 1.727
1.385, 1.559, 13.381
1.304, 1.417, 7.398
1.271, 0.231, 1.658
0.680, -1.748, -7.150
-1.326, -1.939, -1.929
0.772, -0.691, -0.582
-1.456, -1.366, 7.754
0.489, -1.755, -2.537
-0.185, -1.817, -6.047
1.552, 0.830, 6.600
0.678, -0.746, 0.902
1.248, -1.490, -2.598
-1.996, -1.905, 0.914
-1.895, 0.487, -5.161
1.789, -0.653, 7.443
1.394, 1.748, 20.323
-1.302, 1.176, 2.980
0.969, -0.039, 3.908
0.662, -0.616, -2.369
-0.636, 1.717, 1.104
-0.452, 1.489, 5.087
-0.860, 0.856, -2.887
1.209, 0.710, 7.722
0.359, -0.228, 3.667
1.959, 0.685, 11.864
1.957, -1.211, 8.506
-0.126, -0.075, -0.574
