0.86, -0.56, 0
-0.53, -0.74, 1
0.95, -0.36, 0
-0.55, 0.78, 1
-0.01, -0.91, 1
-0.28, -0.87, 1
0.78, -0.76, 0
0.44, -0.46, 0
0.28, 0.67, 0
0.10, -0.83, 1
0.15, -0.65, 1
-0.35, 0.37, 1
-0.07, -0.48, 1
0.99, 0.68, 0
-0.30, 0.43, 1
0.16, -0.65, 1
0.13, 0.67, 0
0.93, 0.50, 0
-0.13, -0.22, 1
0.80, -0.86, 0
0.98, -0.22, 0
0.65, -0.63, 0
0.91, -0.46, 0
0.69, -0.52, 0
-0.14, -0.23, 1
-0.68, -0.17, 1
-0.66, 1.00, 1
-0.72, 0.56, 1
-0.55, -0.84, 1
-0.61, -0.60, 1
-0.25, -0.05, 1
-0.67, -0.46, 1
-0.66, 0.46, 1
0.22, -0.47, 1
0.50, -0.08, 0
0.70, 0.77, 0
-0.39, 0.42, 1
0.86, -0.09, 0
0.43, 0.91, 0
0.55, 0.46, 0
-0.27, -0.73, 1
0.47, 0.54, 0
0.56, 0.52, 0
-0.06, 0.39, 0
-0.40, -0.15, 1
0.16, 0.03, 0
-0.48, -0.50, 1
-0.22, -0.10, 1
0.95, -0.61, 0
0.97, -0.63, 0
-0.25, -0.43, 1
0.31, -0.64, 1
-0.62, -0.66, 1
-0.42, 0.08, 1
0.92, -0.87, 0
0.70, -0.66, 0
0.81, -0.81, 0
0.72, 0.14, 0
0.69, 0.19, 0
0.80, 0.37, 0
-0.12, -0.35, 1
-0.53, -0.42, 1
-0.85, -0.81, 1
0.60, -0.55, 0
-0.24, -0.85, 1
0.76, 0.24, 0
-0.58, 0.72, 1
-0.19, 0.72, 0
0.33, -0.22, 0
-0.79, -0.63, 1
0.70, 0.90, 0
0.52, -0.57, 0
0.25, 0.18, 0
0.61, 0.64, 0
0.39, -0.19, 0
-0.74, -0.46, 1
0.18, -0.41, 1
0.08, -0.78, 1
-0.20, -0.62, 1
0.68, -0.90, 0
-0.15, -0.34, 1
0.10, 0.61, 0
0.52, 0.56, 0
-0.30, -0.94, 1
-0.00, 0.63, 0
-0.87, 0.21, 1
0.70, -0.24, 0
0.71, -0.07, 0
-0.10, 0.54, 0
0.05, -0.72, 1
-0.18, 0.33, 1
-0.66, 0.92, 1
-0.27, 0.74, 0
0.68, -0.61, 0
-0.87, 0.27, 1
-0.53, 0.86, 1
0.09, -0.36, 1
0.67, 0.20, 0
-0.83, -0.96, 1
0.39, 0.79, 0
0.24, -0.15, 0
-0.71, 0.87, 1
-0.97, -0.24, 1
-0.03, 0.95, 0
-0.58, -0.62, 1
0.31, 0.52, 0
-0.16, -0.58, 1
0.60, -0.98, 0
0.24, 0.55, 0
-0.80, 0.88, 1
-0.44, 0.27, 1
-0.31, 0.45, 1
0.09, -0.21, 1
-0.22, 0.04, 1
-0.25, -0.73, 1
0.14, -0.54, 1
-0.57, -0.07, 1
-0.56, -0.90, 1
0.33, -0.20, 0
-0.57, 0.99, 1
0.16, 0.31, 0
-0.35, -0.19, 1
0.86, -0.46, 0
-0.94, -0.26, 1
-0.57, 0.03, 1
0.38, -0.47, 0
-0.77, 0.61, 1
-0.78, -0.23, 1
-0.63, -0.91, 1
-0.79, -0.50, 1
-0.92, 0.99, 1
0.73, 0.55, 0
-0.33, -0.48, 1
-0.78, -0.93, 1
0.64, 0.78, 0
0.06, -0.16, 1
0.01, -0.20, 1
-0.28, -0.69, 1
-0.52, 0.09, 1
0.02, 0.73, 0
-0.14, -0.33, 1
0.43, -0.39, 0
-0.66, -0.52, 1
-0.87, 0.53, 1
-0.32, 0.40, 1
-0.38, 0.62, 1
0.38, 0.91, 0
-0.93, 0.89, 1
-0.51, -0.74, 1
0.77, 0.32, 0
